Unnamed: 0;word;translation;type;cefr;phon_br;phon_n_am;definition;example
4389;repeat;повторіть;verb;a1;/rɪˈpiːt/;/rɪˈpiːt/;to say or write something again or more than once;repeat something, to repeat a question/a claim/an assertion/a warning
4390;repeated;повторний;adjective;b1;/rɪˈpiːtɪd/;/rɪˈpiːtɪd/;happening, said or done many times;repeated absences from work
4391;replace;замінити;verb;a2;/rɪˈpleɪs/;/rɪˈpleɪs/;"to be used instead of somebody/something else; to do something instead of somebody/something else";The new design will eventually replace all existing models.
4392;replacement;заміна;noun;c1;/rɪˈpleɪsmənt/;/rɪˈpleɪsmənt/;the act of replacing one thing with another, especially something that is newer or better;the replacement of worn car parts
4393;reply;відповідь;noun;a2;/rɪˈplaɪ/;/rɪˈplaɪ/;an act of replying to something/somebody in speech, writing or by some action;I asked her what her name was but she made no reply.
4394;reply;відповідь;verb;a2;/rɪˈplaɪ/;/rɪˈplaɪ/;to say or write something as an answer to somebody/something;She didn't even bother to reply.
4395;report;звіт;noun;a1;/rɪˈpɔːt/;/rɪˈpɔːrt/;a written or spoken account of an event, especially one that is published or broadcast;Are these news reports true?
4396;report;звіт;verb;a2;/rɪˈpɔːt/;/rɪˈpɔːrt/;to give people information about something that you have heard, seen, done, etc.;report something, The crash happened seconds after the pilot reported engine trouble.
4397;reportedly;повідомляється;adverb;c1;/rɪˈpɔːtɪdli/;/rɪˈpɔːrtɪdli/;according to what some people say;The band have reportedly decided to split up.
4398;reporter;репортер;noun;a2;/rɪˈpɔːtə(r)/;/rɪˈpɔːrtər/;a person who collects and reports news for newspapers, radio or television;He leaked the story to a news reporter.
4399;reporting;звітність;noun;b2;/rɪˈpɔːtɪŋ/;/rɪˈpɔːrtɪŋ/;the presenting of and writing about news on television and radio, and in newspapers;accurate/balanced/objective reporting
4400;represent;представити;verb;b1;/ˌreprɪˈzent/;/ˌreprɪˈzent/;to be a member of a group of people and act or speak for them at an event, a meeting, etc.;The competition attracted over 500 contestants representing eight different countries.
4401;representation;представництво;noun;c1;/ˌreprɪzenˈteɪʃn/;/ˌreprɪzenˈteɪʃn/;"the act of presenting somebody/something in a particular way; something that shows or describes something";the negative representation of single mothers in the media
4402;representative;представник;adjective;b2;/ˌreprɪˈzentətɪv/;/ˌreprɪˈzentətɪv/;"typical of a particular group of people; that is a typical example of something";Is a questionnaire answered by 500 people truly representative of the population as a whole?
4403;representative;представник;noun;b2;/ˌreprɪˈzentətɪv/;/ˌreprɪˈzentətɪv/;a person who has been chosen to speak or vote for somebody else or for a group of people, or to take the place of somebody else;Our elected representatives in government should be doing something about this.
4404;reproduce;відтворити;verb;c1;/ˌriːprəˈdjuːs/;/ˌriːprəˈduːs/;to make a copy of a picture, piece of text, etc.;It is illegal to reproduce these worksheets without permission from the publisher.
4405;reproduction;розмноження;noun;c1;/ˌriːprəˈdʌkʃn/;/ˌriːprəˈdʌkʃn/;the act or process of producing babies, young animals or plants;sexual reproduction
4406;republic;республіка;noun;c1;/rɪˈpʌblɪk/;/rɪˈpʌblɪk/;a country that is governed by a president and politicians elected by the people and where there is no king or queen;newly independent republics
4407;reputation;репутація;noun;b2;/ˌrepjuˈteɪʃn/;/ˌrepjuˈteɪʃn/;the opinion that people have about what somebody/something is like, based on what has happened in the past;to have a good/bad reputation
4408;request;запит;noun;a2;/rɪˈkwest/;/rɪˈkwest/;"the action of asking for something formally and politely; a thing that you formally ask for";request for something, a request for information
4409;request;запит;verb;b1;/rɪˈkwest/;/rɪˈkwest/;to ask for something or ask somebody to do something in a polite or formal way;request something, She requested permission to film at the White House.
4410;require;вимагати;verb;b1;/rɪˈkwaɪə(r)/;/rɪˈkwaɪər/;"to need something; to depend on somebody/something";require something, These pets require a lot of care and attention.
4411;requirement;вимога;noun;b2;/rɪˈkwaɪəmənt/;/rɪˈkwaɪərmənt/;something that you need or want;the basic requirements of life
4412;rescue;порятунок;noun;b2;/ˈreskjuː/;/ˈreskjuː/;"the act of saving somebody/something from a dangerous or difficult situation; the fact of being saved";We had given up hope of rescue.
4413;rescue;порятунок;verb;b2;/ˈreskjuː/;/ˈreskjuː/;to save somebody/something from a dangerous or harmful situation;rescue somebody/something from something/somebody, The coastguard rescued six people from the sinking boat.
4414;research;дослідження;noun;a2;/rɪˈsɜːtʃ/;/ˈriːsɜːrtʃ/;a careful study of a subject, especially in order to discover new facts or information about it;scientific/medical/academic research
4415;research;дослідження;verb;a2;/rɪˈsɜːtʃ/;/rɪˈsɜːrtʃ/;to study something carefully and try to discover new facts about it;research (something), to research a topic/subject 
4416;researcher;дослідник;noun;a2;/rɪˈsɜːtʃə(r)/;/ˈriːsɜːrtʃər/;a person who studies something carefully and tries to discover new facts about it;European researchers say olive oil could help prevent cancer.
4417;resemble;нагадує;verb;c1;/rɪˈzembl/;/rɪˈzembl/;to look like or be similar to another person or thing;She closely resembles her sister.
4418;reservation;застереження;noun;b1;/ˌrezəˈveɪʃn/;/ˌrezərˈveɪʃn/;an arrangement for a seat on a plane or train, a room in a hotel, etc. to be kept for you;I'll call the restaurant and make a reservation.
4419;reserve;резерв;noun;b2;/rɪˈzɜːv/;/rɪˈzɜːrv/;a supply of something that is available to be used in the future or when it is needed;cash/foreign currency reserves
4420;reserve;резерв;verb;b2;/rɪˈzɜːv/;/rɪˈzɜːrv/;to ask for a seat, table, room, etc. to be available for you or somebody else at a future time;reserve something for somebody/something, I'd like to reserve a table for three for eight o'clock.
4421;reside;проживати;verb;c1;/rɪˈzaɪd/;/rɪˈzaɪd/;to live in a particular place;He returned to Britain in 1939, having resided abroad for many years.
4422;residence;резиденція;noun;c1;/ˈrezɪdəns/;/ˈrezɪdəns/;a house, especially a large or impressive one;a desirable family residence for sale (= for example, in an advertisement)
4423;resident;мешканець;adjective;b2;/ˈrezɪdənt/;/ˈrezɪdənt/;living in a particular place;the town’s resident population (= not tourists or visitors)
4424;resident;мешканець;noun;b2;/ˈrezɪdənt/;/ˈrezɪdənt/;a person who lives in a particular place or who has their home there;a resident of the United States
4425;residential;житловий;adjective;c1;/ˌrezɪˈdenʃl/;/ˌrezɪˈdenʃl/;"suitable for living in; consisting of houses rather than factories or offices";a quiet residential area
4426;residue;залишок;noun;c1;/ˈrezɪdjuː/;/ˈrezɪduː/;a small amount of something that remains at the end of a process;pesticide residues in fruit and vegetables
4427;resign;поставка;verb;b2;/rɪˈzaɪn/;/rɪˈzaɪn/;to officially tell somebody that you are leaving your job, an organization, etc.;She was forced to resign due to ill health.
4428;resignation;відставка;noun;c1;/ˌrezɪɡˈneɪʃn/;/ˌrezɪɡˈneɪʃn/;"the act of giving up your job or position; the occasion when you do this";a letter of resignation
4429;resist;опір;verb;b2;/rɪˈzɪst/;/rɪˈzɪst/;to refuse to accept something and try to stop it from happening;resist something, They are determined to resist pressure to change the law.
4430;resistance;опір;noun;c1;/rɪˈzɪstəns/;/rɪˈzɪstəns/;"dislike of or opposition to a plan, an idea, etc.; the act of refusing to obey";As with all new ideas it met with resistance.
4431;resolution;роздільна здатність;noun;b2;/ˌrezəˈluːʃn/;/ˌrezəˈluːʃn/;a definite decision to do or not to do something;Have you made any New Year's resolutions (= for example, to give up smoking from 1 January)?
4432;resolve;resolve;verb;b2;/rɪˈzɒlv/;/rɪˈzɑːlv/;to find an acceptable solution to a problem or difficulty;resolve something, to resolve an issue/a dispute/a conflict/a crisis
4433;resort;курорт;noun;b2;/rɪˈzɔːt/;/rɪˈzɔːrt/;a place where a lot of people go on holiday;seaside/mountain resorts
4434;resource;ресурс;noun;b1;/rɪˈsɔːs/;/ˈriːsɔːrs/;a supply of something that a country, an organization or a person has and can use, especially to increase their wealth;the exploitation of minerals and other natural resources
4435;respect;повага;noun;b1;/rɪˈspekt/;/rɪˈspekt/;a strong feeling of approval of somebody/something because of their good qualities or achievements;I have the utmost respect for her and her work.
4436;respect;повага;verb;b1;/rɪˈspekt/;/rɪˈspekt/;"to have a very good opinion of somebody/something; to admire somebody/something";I respect Jack's opinion on most subjects.
4437;respective;відповідний;adjective;c1;/rɪˈspektɪv/;/rɪˈspektɪv/;belonging or relating separately to each of the people or things already mentioned;They are each recognized specialists in their respective fields.
4438;respectively;відповідно;adverb;c1;/rɪˈspektɪvli/;/rɪˈspektɪvli/;in the same order as the people or things already mentioned;Julie and Mark, aged 17 and 19 respectively
4439;respond;відповідь;verb;a2;/rɪˈspɒnd/;/rɪˈspɑːnd/;to give a spoken or written answer to somebody/something;I asked him his name, but he didn't respond.
4440;response;відповідь;noun;a2;/rɪˈspɒns/;/rɪˈspɑːns/;a spoken or written answer;She made no response.
4441;responsibility;відповідальність;noun;b1;/rɪˌspɒnsəˈbɪləti/;/rɪˌspɑːnsəˈbɪləti/;a duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong;to be in a position of responsibility
4442;responsible;відповідальний;adjective;b1;/rɪˈspɒnsəbl/;/rɪˈspɑːnsəbl/;having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong;responsible for doing something, Mike is responsible for designing the entire project.
4443;rest;відпочинок;noun;a2;/rest/;/rest/;the part of something that remains;Take what you want and throw the rest away.
4444;rest;відпочинок;verb;a2;/rest/;/rest/;"to relax, sleep or do nothing after a period of activity or illness; to not use a part of your body for some time";The doctor told me to rest.
4445;restaurant;ресторан;noun;a1;/ˈrestrɒnt/;/ˈrestrɑːnt/;a place where you can buy and eat a meal;We're going to try this Italian restaurant that just opened.
4446;restoration;відновлення;noun;c1;/ˌrestəˈreɪʃn/;/ˌrestəˈreɪʃn/;the work of repairing and cleaning an old building, a painting, etc. so that its condition is as good as it originally was;restoration work
4447;restore;відновити;verb;b2;/rɪˈstɔː(r)/;/rɪˈstɔːr/;to bring back a situation or feeling that existed before;restore something, The measures are intended to restore public confidence in the economy.
4448;restraint;обмеження;noun;c1;/rɪˈstreɪnt/;/rɪˈstreɪnt/;a rule, a fact, an idea, etc. that limits or controls what people can do;The government has imposed export restraints on some products.
4449;restrict;обмежувати;verb;b2;/rɪˈstrɪkt/;/rɪˈstrɪkt/;to limit the size, amount or range of something;restrict something to something, Speed is restricted to 30 mph in towns.
4450;restriction;обмеження;noun;b2;/rɪˈstrɪkʃn/;/rɪˈstrɪkʃn/;a rule or law that limits what you can do or what can happen;import/speed/travel restrictions
4451;result;результат;noun;a1;/rɪˈzʌlt/;/rɪˈzʌlt/;a thing that is caused or produced because of something else;And did your intervention produce the desired result?
4452;result;результат;verb;b1;/rɪˈzʌlt/;/rɪˈzʌlt/;to make something happen;A heavy frost could result in loss of the crop.
4453;resume;резюме;verb;c1;/rɪˈzjuːm/;/rɪˈzuːm/;if you resume an activity, or if it resumes, it begins again or continues after being interrupted;resume (something), to resume talks/negotiations
4454;retail;роздрібна торгівля;noun;b2;/ˈriːteɪl/;/ˈriːteɪl/;the selling of goods to the public, usually through shops;The recommended retail price is £9.99.
4455;retain;зберегти;verb;b2;/rɪˈteɪn/;/rɪˈteɪn/;"to keep something; to continue to have something";to retain your independence
4456;retire;пенсіон;verb;b1;/rɪˈtaɪə(r)/;/rɪˈtaɪər/;"to leave your job and stop working, especially because you have reached a particular age or because you are ill; to tell somebody they must stop doing their job";He is retiring next year after 30 years with the company.
4457;retired;пенсіонер;adjective;b1;/rɪˈtaɪəd/;/rɪˈtaɪərd/;having retired from work;a retired doctor/teacher/officer/general
4458;retirement;пенсія;noun;b2;/rɪˈtaɪəmənt/;/rɪˈtaɪərmənt/;"the fact of leaving your job and stopping work, usually because you have reached a particular age; the time when you do this";At 60, he was now approaching retirement.
4459;retreat;відступ;noun;c1;/rɪˈtriːt/;/rɪˈtriːt/;a movement away from a place or an enemy because of danger or defeat;Napoleon’s retreat from Moscow
4460;retreat;відступ;verb;c1;/rɪˈtriːt/;/rɪˈtriːt/;to move away from a place or an enemy because you are in danger or because you have been defeated;The army was forced to retreat after suffering heavy losses.
4461;retrieve;отримати;verb;c1;/rɪˈtriːv/;/rɪˈtriːv/;to bring or get something back, especially from a place where it should not be;retrieve something from somebody/something, She bent to retrieve her comb from the floor.
4462;return;повернення;noun;a1;/rɪˈtɜːn/;/rɪˈtɜːrn/;the action of arriving in or coming back to a place that you were in before;return of somebody to…, A week had passed since their return to Geneva. 
4463;return;повернення;verb;a1;/rɪˈtɜːn/;/rɪˈtɜːrn/;to come or go back from one place to another;I waited a long time for him to return.
4464;reveal;розкриття;verb;b2;/rɪˈviːl/;/rɪˈviːl/;to make something known to somebody;reveal something, to reveal a secret
4465;revelation;об'явлення;noun;c1;/ˌrevəˈleɪʃn/;/ˌrevəˈleɪʃn/;a fact that people are made aware of, especially one that has been secret and is surprising;revelation about/concerning something, startling/sensational revelations about her private life
4466;revenge;помста;noun;c1;/rɪˈvendʒ/;/rɪˈvendʒ/;something that you do in order to make somebody suffer because they have made you suffer;revenge for something, She is seeking revenge for the murder of her husband.
4467;revenue;дохід;noun;b2;/ˈrevənjuː/;/ˈrevənuː/;the money that a government receives from taxes or that an organization, etc. receives from its business;The government is currently facing a shortfall in tax revenue.
4468;reverse;зворотний;adjective;c1;/rɪˈvɜːs/;/rɪˈvɜːrs/;opposite to what has been mentioned;to travel in the reverse direction
4469;reverse;зворотний;noun;c1;/rɪˈvɜːs/;/rɪˈvɜːrs/;the opposite of what has just been mentioned;This problem is the reverse of the previous one.
4470;reverse;зворотне;verb;c1;/rɪˈvɜːs/;/rɪˈvɜːrs/;to change something completely so that it is the opposite of what it was before;Falling birth rates may reverse the trend towards early retirement.
4471;review;огляд;noun;a2;/rɪˈvjuː/;/rɪˈvjuː/;"a report in a newspaper or magazine, or on the internet, television or radio, in which somebody gives their opinion of a book, play, film, product, etc.; the act of writing this kind of report";a book review
4472;review;огляд;verb;a2;/rɪˈvjuː/;/rɪˈvjuː/;to write a report of a book, play, film, product, etc. in which you give your opinion of it;Please rate and review your purchase on our website.
4473;revise;переглянути;verb;b1;/rɪˈvaɪz/;/rɪˈvaɪz/;to change your opinions or plans, for example because of something you have learned;I can see I will have to revise my opinions of his abilities now.
4474;revision;ревізія;noun;b2;/rɪˈvɪʒn/;/rɪˈvɪʒn/;a change or set of changes to something;He made some minor revisions to the report before printing it out.
4475;revival;відродження;noun;c1;/rɪˈvaɪvl/;/rɪˈvaɪvl/;an improvement in the condition or strength of something;the revival of trade
4476;revive;відродити;verb;c1;/rɪˈvaɪv/;/rɪˈvaɪv/;to become, or to make somebody/something become, conscious or healthy and strong again;The flowers soon revived in water.
4477;revolution;революція;noun;b2;/ˌrevəˈluːʃn/;/ˌrevəˈluːʃn/;an attempt, by a large number of people, to change the government of a country, especially by violent action;a socialist revolution
4478;revolutionary;революційний;adjective;c1;/ˌrevəˈluːʃənəri/;/ˌrevəˈluːʃəneri/;connected with political revolution;a revolutionary leader
4479;reward;винагорода;noun;b2;/rɪˈwɔːd/;/rɪˈwɔːrd/;a thing that you are given because you have done something good, worked hard, etc.;a financial reward
4480;reward;винагорода;verb;b2;/rɪˈwɔːd/;/rɪˈwɔːrd/;to give something to somebody because they have done something good, worked hard, etc.;reward somebody for something, She was rewarded for her efforts with a cash bonus.
4481;rhetoric;риторика;noun;c1;/ˈretərɪk/;/ˈretərɪk/;speech or writing that is intended to influence people, but that is not completely honest or sincere;the rhetoric of political slogans
4482;rhythm;ритм;noun;b2;/ˈrɪðəm/;/ˈrɪðəm/;a strong regular repeated pattern of sounds or movements;to dance to the rhythm of the music
4483;rice;рис;noun;a1;/raɪs/;/raɪs/;"short, narrow white or brown grain grown on wet land in hot countries as food; the plant that produces this grain";a grain of rice
4484;rich;багатий;adjective;a1;/rɪtʃ/;/rɪtʃ/;having a lot of money or property;She's one of the richest women in the world.
4485;rid;rid;verb;b2;/rɪd/;/rɪd/;to be free of somebody/something that has been annoying you or that you do not want;She wanted to be rid of her parents and their authority.
4486;ride;їздити;noun;a2;/raɪd/;/raɪd/;a short journey in a vehicle, on a bicycle, etc.;a train ride through beautiful countryside
4487;ride;їздити;verb;a1;/raɪd/;/raɪd/;to sit on an animal, especially a horse, and control it as it moves;I learnt to ride as a child.
4488;ridiculous;смішно;adjective;b2;/rɪˈdɪkjələs/;/rɪˈdɪkjələs/;very silly or unreasonable;I look ridiculous in this hat.
4489;rifle;гвинтівка;noun;c1;/ˈraɪfl/;/ˈraɪfl/;a gun with a long barrel which you hold to your shoulder to fire;a hunting rifle
4490;right;право;adjective;a1;/raɪt/;/raɪt/;true or correct as a fact;Did you get the answer right?
4491;right;право;adverb;a1;/raɪt/;/raɪt/;on or to the right side;Turn right at the end of the street.
4492;right;право;noun;a1;/raɪt/;/raɪt/;the right side or direction;on the right, Take the first street on the right.
4493;ring;кільце;noun;a2;/rɪŋ/;/rɪŋ/;a piece of jewellery that you wear on your finger, consisting of a round band of gold, silver, etc., sometimes decorated with precious stones;a gold ring
4494;ring;кільце;verb;a2;/rɪŋ/;/rɪŋ/;to surround somebody/something;Thousands of demonstrators ringed the building.
4495;riot;бунт;noun;c1;/ˈraɪət/;/ˈraɪət/;a situation in which a group of people behave in a violent way in a public place, often as a protest;One prison guard was killed when a riot broke out in the jail.
4496;rip;rip;verb;c1;/rɪp/;/rɪp/;to tear something or to become torn, often suddenly or violently;rip (something), I ripped my jeans on the fence.
4497;rise;підйом;noun;b1;/raɪz/;/raɪz/;an increase in an amount, a number or a level;The industry is feeling the effects of recent price rises.
4498;rise;підйом;verb;a2;/raɪz/;/raɪz/;"to come or go upwards; to reach a higher level or position";The curtain rose to reveal an empty stage.
4499;risk;ризик;noun;b1;/rɪsk/;/rɪsk/;"the possibility of something bad happening at some time in the future; a situation that could be dangerous or have a bad result";The health risks are very low.
4500;risk;ризик;verb;b1;/rɪsk/;/rɪsk/;to put something valuable or important in a dangerous situation, in which it could be lost or damaged;He risked his life to save her.
4501;risky;ризиковано;adjective;b2;/ˈrɪski/;/ˈrɪski/;involving the possibility of something bad happening;Life as an aid worker can be a risky business (= dangerous).
4502;ritual;ритуал;noun;c1;/ˈrɪtʃuəl/;/ˈrɪtʃuəl/;a series of actions that are always performed in the same way, especially as part of a religious ceremony;religious rituals
4503;rival;суперник;adjective;b2;/ˈraɪvl/;/ˈraɪvl/;competing with another person, company, thing, etc.;a rival bid/claim/offer
4504;rival;суперник;noun;b2;/ˈraɪvl/;/ˈraɪvl/;a person, company or thing that competes with another in sport, business, etc.;The two teams have always been rivals.
4505;river;річка;noun;a1;/ˈrɪvə(r)/;/ˈrɪvər/;a natural flow of water that continues in a long line across land to the sea;Eventually we came to the mouth of the River Thames.
4506;road;дорога;noun;a1;/rəʊd/;/rəʊd/;a hard surface built for vehicles to travel on;a main/major/minor road
4507;rob;роб;verb;b2;/rɒb/;/rɑːb/;to steal money or property from a person or place;to rob a bank
4508;robbery;пограбування;noun;b2;/ˈrɒbəri/;/ˈrɑːbəri/;the crime of stealing money or goods from a bank, shop, person, etc., especially using violence or threats;armed robbery (= using a gun, knife, etc.)
4509;robot;робот;noun;b1;/ˈrəʊbɒt/;/ˈrəʊbɑːt/;a machine that can perform a complicated series of tasks by itself;These cars are built by robots.
4510;robust;міцний;adjective;c1;/rəʊˈbʌst/;/rəʊˈbʌst/;strong and healthy;She was almost 90, but still very robust.
4511;rock;рок;noun;a2;/rɒk/;/rɑːk/;the hard solid material that forms part of the surface of the earth and some other planets;They drilled through several layers of rock to reach the oil.
4512;rock;рок;verb;c1;/rɒk/;/rɑːk/;"to move gently backwards and forwards or from side to side; to make somebody/something move in this way";(+ adv./prep.), The boat rocked from side to side in the waves.
4513;rocket;ракета;noun;b2;/ˈrɒkɪt/;/ˈrɑːkɪt/;a spacecraft in the shape of a tube that is driven by a stream of gases let out behind it when fuel is burned inside;a space rocket
4514;rod;стрижень;noun;c1;/rɒd/;/rɑːd/;a long straight piece of wood, metal or glass;The concrete is reinforced with steel rods.
4515;role;роль;noun;a2;/rəʊl/;/rəʊl/;an actor’s part in a play, film, etc.;She has landed the lead role (= the most important one) in a new play.
4516;roll;roll;noun;b1;/rəʊl/;/rəʊl/;a small loaf of bread for one person;Soup and a roll: £3.50
4517;roll;roll;verb;b1;/rəʊl/;/rəʊl/;"to turn over and over and move in a particular direction; to make a round object do this";+ adv./prep., The ball rolled down the hill.
4518;romance;роман;noun;b2;/rəʊˈmæns/;/ˈrəʊmæns/;an exciting, usually short, relationship between two people who are in love with each other;a holiday romance
4519;romantic;романтичний;adjective;b1;/rəʊˈmæntɪk/;/rəʊˈmæntɪk/;connected with or about love or a sexual relationship;a romantic candlelit dinner
4520;roof;дах;noun;a2;/ruːf/;/ruːf/;the structure that covers or forms the top of a building or vehicle;a flat/sloping/pitched roof
4521;room;кімната;noun;a1;/ruːm/;/ruːm/;a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose;I heard him enter the room. 
4522;root;корінь;noun;b2;/ruːt/;/ruːt/;the part of a plant that grows under the ground and takes in water and minerals that it sends to the rest of the plant;deep spreading roots
4523;rope;мотузка;noun;b1;/rəʊp/;/rəʊp/;very strong thick string made by twisting thinner strings, wires, etc. together;The rope broke and she fell 50 metres onto the rocks.
4524;rose;троянда;noun;b2;/rəʊz/;/rəʊz/;a flower with a sweet smell that grows on a bush with thorns (= sharp points) on its stems;a bunch of red roses
4525;rotate;обертати;verb;c1;/rəʊˈteɪt/;/ˈrəʊteɪt/;"to move or turn around a central fixed point; to make something do this";Stay well away from the helicopter when its blades start to rotate.
4526;rotation;обертання;noun;c1;/rəʊˈteɪʃn/;/rəʊˈteɪʃn/;the action of an object moving in a circle around a central fixed point;the daily rotation of the earth on its axis
4527;rough;грубий;adjective;b1;/rʌf/;/rʌf/;having a surface that is not even or regular;rough ground
4528;roughly;приблизно;adverb;b2;/ˈrʌfli/;/ˈrʌfli/;approximately but not exactly;Sales are up by roughly 10 per cent.
4529;round;круглий;adjective;a2;/raʊnd/;/raʊnd/;having a shape like a circle or a ball;a round plate
4530;round;круглий;adverb;a2;/raʊnd/;/raʊnd/;moving in a circle;Everybody joins hands and dances round.
4531;round;круглий;noun;b2;/raʊnd/;/raʊnd/;a stage in a competition or sports event;the qualifying rounds of the National Championships
4532;round;круглий;preposition;a2;/raʊnd/;/raʊnd/;in a circle;the first woman to sail round the world
4533;route;маршрут;noun;a2;/ruːt/;/ruːt/;a way that you follow to get from one place to another;Which is the best route to take?
4534;routine;звичайний;adjective;b2;/ruːˈtiːn/;/ruːˈtiːn/;done or happening as a normal part of a particular job, situation or process;routine enquiries/questions/tests/screening
4535;routine;звичайний;noun;a1;/ruːˈtiːn/;/ruːˈtiːn/;the normal order and way in which you regularly do things;to settle/get/fall into a routine
4536;row;рядок;noun;b1;/rəʊ/;/rəʊ/;;
4537;royal;королівський;adjective;b1;/ˈrɔɪəl/;/ˈrɔɪəl/;connected with or belonging to the king or queen of a country;the royal family
4538;rub;rub;verb;b2;/rʌb/;/rʌb/;to move your hand, a cloth, etc., backwards and forwards over a surface while pressing it;rub something, He sat up on the hard bunk and rubbed his eyes. 
4539;rubber;гума;adjective;b2;/ˈrʌbə(r)/;/ˈrʌbər/;made of rubber;a rubber ball
4540;rubber;гума;noun;b2;/ˈrʌbə(r)/;/ˈrʌbər/;a strong substance that can be stretched and does not allow liquids to pass through it, used for making tyres, boots, etc. It is made from the liquid (= sap) inside a tropical plant or is produced using chemicals.;a ball made of rubber
4541;rubbish;сміття;noun;a2;/ˈrʌbɪʃ/;/ˈrʌbɪʃ/;things that you throw away because you no longer want or need them;a rubbish bag/bin
4542;rude;грубий;adjective;a2;/ruːd/;/ruːd/;having or showing a lack of respect for other people and their feelings;a rude comment/remark
4543;rugby;регбі;noun;b1;/ˈrʌɡbi/;/ˈrʌɡbi/;a game played by two teams of 13 or 15 players, using an oval ball which may be kicked or carried. Teams try to put the ball over the other team’s line.;to play a game of rugby
4544;ruin;руїна;noun;b2;/ˈruːɪn/;/ˈruːɪn/;the state or process of being destroyed or severely damaged;A large number of churches fell into ruin after the revolution.
4545;ruin;руїна;verb;b2;/ˈruːɪn/;/ˈruːɪn/;to damage something so badly that it loses all its value, pleasure, etc.;The bad weather ruined our trip.
4546;rule;правило;noun;a1;/ruːl/;/ruːl/;a statement of what may, must or must not be done in a particular situation or when playing a game;She laid down strict rules for her tenants, including prompt payment of rent.
4547;rule;правило;verb;b1;/ruːl/;/ruːl/;to control and have authority over a country, a group of people, etc.;rule (something), At that time, King John ruled England.
4548;ruling;постанова;noun;c1;/ˈruːlɪŋ/;/ˈruːlɪŋ/;an official decision made by somebody in a position of authority, especially a judge;The court will make its ruling on the case next week.
4549;rumour;чутки;noun;c1;/ˈruːmə(r)/;/ˈruːmər/;a piece of information, or a story, that people talk about, but that may not be true;to start/spread a rumour
4550;run;біг;noun;a2;/rʌn/;/rʌn/;"an act of running; a period of time spent running or the distance that somebody runs";I go for a run every morning.
4551;run;біг;verb;a1;/rʌn/;/rʌn/;to move using your legs, going faster than when you walk;Can you run as fast as Mike?
4552;runner;бігун;noun;a2;/ˈrʌnə(r)/;/ˈrʌnər/;a person or an animal that runs, especially one taking part in a race;a long-distance/cross-country/marathon runner
4553;running;біг;noun;a2;/ˈrʌnɪŋ/;/ˈrʌnɪŋ/;the action or sport of running;to go running
4554;rural;сільська;adjective;b2;/ˈrʊərəl/;/ˈrʊrəl/;connected with or like the countryside;rural areas
4555;rush;rush;noun;b2;/rʌʃ/;/rʌʃ/;a sudden strong movement or action;rush for something, Shoppers made a rush for the exits.
4556;rush;rush;verb;b2;/rʌʃ/;/rʌʃ/;to move or to do something with great speed, often too fast;"We've got plenty of time; there's no need to rush."
4557;sack;мішок;verb;c1;/sæk/;/sæk/;to dismiss somebody from a job;She was sacked for refusing to work on Sundays.
4558;sacred;священне;adjective;c1;/ˈseɪkrɪd/;/ˈseɪkrɪd/;"connected with God or a god; considered to be holy";a sacred image/shrine/temple
4559;sacrifice;жертва;noun;c1;/ˈsækrɪfaɪs/;/ˈsækrɪfaɪs/;"the fact of giving up something important or valuable to you in order to get or do something that seems more important; something that you give up in this way";The makers of the product assured us that there had been no sacrifice of quality.
4560;sacrifice;жертва;verb;c1;/ˈsækrɪfaɪs/;/ˈsækrɪfaɪs/;to give up something that is important or valuable to you in order to get or do something that seems more important for yourself or for another person;sacrifice something for somebody/something, She sacrificed everything for her children.
4561;sad;сумно;adjective;a1;/sæd/;/sæd/;unhappy or showing unhappiness;sad to do something, We are very sad to hear that you are leaving.
4562;sadly;на жаль;adverb;a2;/ˈsædli/;/ˈsædli/;in a sad way;‘I'm so sorry,’ she said sadly. 
4563;safe;безпечний;adjective;a2;/seɪf/;/seɪf/;protected from any danger, harm or loss;The children are quite safe here.
4564;safety;безпека;noun;b1;/ˈseɪfti/;/ˈseɪfti/;the state of being safe and protected from danger or harm;in safety, a place where children can play in safety
4565;sail;вітрило;noun;b1;/seɪl/;/seɪl/;a sheet of strong cloth which the wind blows against to make a boat or ship travel through the water;As the boat moved down the river the wind began to fill the sails.
4566;sail;вітрило;verb;a2;/seɪl/;/seɪl/;to travel on water using sails or an engine;+ adv./prep., to sail into harbour
4567;sailing;плавання;noun;a2;/ˈseɪlɪŋ/;/ˈseɪlɪŋ/;the sport or activity of travelling in a boat with sails;to go sailing
4568;sailor;моряк;noun;b1;/ˈseɪlə(r)/;/ˈseɪlər/;a person who works on a ship as a member of the crew;a crew of two officers and 13 sailors
4569;saint;сент;noun;c1;/seɪnt/;/seɪnt/;a person that the Christian Church recognizes as being very holy, because of the way they have lived or died;St John
4570;sake;саке;noun;c1;/seɪk/;/seɪk/;;
4571;salad;салат;noun;a1;/ˈsæləd/;/ˈsæləd/;a mixture of raw vegetables such as lettuce, tomato and cucumber, usually served with other food as part of a meal;All main courses come with salad or vegetables.
